월소득,초기자금,가족수,주용도,연료선호,운전경력,거주지역,추천차종
286,2041,5,가족용,하이브리드,1년미만,지방,스포티지_하이브리드
517,2032,1,가족용,전기,3년이상,도심,코나_전기
507,3848,5,레저,가솔린,3년이상,지방,팰리세이드_가솔린
132,3142,2,레저,전기,1~3년,지방,셀토스_가솔린
797,3114,3,레저,하이브리드,1~3년,도심,산타페_하이브리드
180,3152,1,가족용,하이브리드,1~3년,지방,스포티지_하이브리드
267,1696,1,가족용,가솔린,1~3년,지방,아반떼_가솔린
247,1616,6,출퇴근,가솔린,3년이상,지방,K5_가솔린
264,2427,4,레저,하이브리드,1년미만,지방,스포티지_하이브리드
204,2639,6,가족용,가솔린,1년미만,지방,스포티지_가솔린
492,2638,4,업무,상관없음,1~3년,지방,쏘나타_가솔린
449,4826,5,출퇴근,가솔린,1~3년,도심,그랜저_가솔린
682,1667,4,출퇴근,전기,1~3년,지방,G80_전기
481,989,6,출퇴근,하이브리드,3년이상,도심,K8_하이브리드
810,846,1,출퇴근,디젤,1년미만,지방,아반떼_가솔린
349,3192,1,출퇴근,전기,1~3년,지방,아반떼_가솔린
437,2055,6,출퇴근,상관없음,1년미만,지방,아반떼_가솔린
513,3132,5,가족용,하이브리드,3년이상,지방,팰리세이드_하이브리드
514,1953,6,가족용,전기,3년이상,도심,아이오닉6_전기
270,1971,6,업무,가솔린,1~3년,도심,쏘나타_가솔린
358,1567,4,출퇴근,하이브리드,1~3년,도심,K5_하이브리드
352,2185,6,업무,가솔린,1~3년,지방,K8_가솔린
500,641,3,업무,하이브리드,3년이상,지방,쏘나타_하이브리드
266,5150,1,가족용,가솔린,3년이상,지방,산타페_가솔린
694,2132,6,레저,하이브리드,3년이상,도심,팰리세이드_하이브리드
337,1449,6,가족용,전기,1~3년,지방,스포티지_가솔린
189,2834,4,레저,상관없음,3년이상,도심,스포티지_가솔린
331,2278,2,가족용,하이브리드,3년이상,도심,K5_하이브리드
134,2696,2,레저,디젤,3년이상,지방,셀토스_가솔린
683,4193,5,출퇴근,하이브리드,3년이상,도심,그랜저_하이브리드
150,3858,4,가족용,상관없음,3년이상,지방,스포티지_하이브리드
588,425,6,업무,전기,1~3년,지방,그랜저_가솔린
340,1065,6,레저,전기,1~3년,도심,스포티지_가솔린
722,4070,6,가족용,가솔린,3년이상,지방,GV80_가솔린
408,3892,5,출퇴근,전기,3년이상,도심,아이오닉6_전기
398,2841,3,업무,가솔린,3년이상,도심,쏘나타_가솔린
616,4187,5,레저,전기,1~3년,도심,G80_전기
384,1989,2,가족용,하이브리드,1~3년,도심,K5_하이브리드
264,3000,5,출퇴근,전기,3년이상,지방,쏘나타_하이브리드
797,2893,6,레저,하이브리드,1~3년,도심,팰리세이드_하이브리드
802,1166,6,레저,하이브리드,3년이상,도심,팰리세이드_하이브리드
299,2830,5,업무,가솔린,3년이상,도심,K8_가솔린
784,3541,2,출퇴근,가솔린,3년이상,지방,G80_가솔린
690,3196,6,레저,하이브리드,3년이상,도심,팰리세이드_하이브리드
304,1552,1,출퇴근,전기,1~3년,도심,EV6_전기
168,4813,2,레저,가솔린,1~3년,지방,코나_가솔린
603,589,4,출퇴근,상관없음,1~3년,지방,쏘나타_하이브리드
582,1908,6,업무,전기,1년미만,도심,코나_전기
314,1827,2,레저,하이브리드,1~3년,지방,스포티지_하이브리드
264,1836,6,가족용,하이브리드,3년이상,지방,쏘나타_하이브리드
482,1557,5,가족용,가솔린,1~3년,도심,산타페_가솔린
587,458,5,출퇴근,하이브리드,3년이상,도심,그랜저_하이브리드
296,2027,5,가족용,하이브리드,1년미만,도심,스포티지_하이브리드
820,2379,5,레저,하이브리드,3년이상,지방,팰리세이드_하이브리드
691,1389,1,업무,상관없음,3년이상,도심,코나_전기
149,3919,6,가족용,전기,3년이상,도심,EV6_전기
318,1374,3,가족용,가솔린,1~3년,지방,스포티지_가솔린
739,3812,6,가족용,가솔린,3년이상,도심,GV80_가솔린
261,1514,4,업무,가솔린,3년이상,도심,K5_가솔린
501,1560,5,업무,하이브리드,3년이상,지방,그랜저_하이브리드
267,2432,6,레저,가솔린,1~3년,도심,스포티지_가솔린
159,2700,3,업무,디젤,1~3년,지방,K5_가솔린
134,4019,2,레저,상관없음,3년이상,지방,셀토스_가솔린
206,3897,5,업무,상관없음,3년이상,도심,K8_가솔린
253,5080,6,출퇴근,전기,1~3년,도심,아이오닉6_전기
308,1656,4,가족용,하이브리드,1~3년,도심,스포티지_하이브리드
456,1600,5,출퇴근,하이브리드,1년미만,지방,아반떼_하이브리드
381,4966,2,업무,하이브리드,1~3년,지방,아반떼_하이브리드
294,1450,6,레저,가솔린,3년이상,지방,스포티지_가솔린
508,1961,6,가족용,전기,3년이상,도심,아이오닉6_전기
133,2929,1,레저,전기,1~3년,도심,셀토스_가솔린
697,3615,3,업무,가솔린,3년이상,도심,G80_가솔린
353,1647,6,가족용,디젤,1~3년,지방,스포티지_디젤
357,418,4,가족용,상관없음,1~3년,지방,K5_가솔린
585,2907,5,가족용,하이브리드,3년이상,도심,팰리세이드_하이브리드
331,5135,5,출퇴근,하이브리드,1~3년,지방,그랜저_하이브리드
481,2498,3,업무,상관없음,3년이상,지방,쏘나타_가솔린
733,3604,5,가족용,가솔린,3년이상,지방,GV80_가솔린
292,5130,6,레저,가솔린,3년이상,지방,팰리세이드_가솔린
285,3941,4,레저,가솔린,1년미만,지방,코나_가솔린
133,2670,5,레저,상관없음,1년미만,지방,셀토스_가솔린
340,979,5,레저,전기,1~3년,지방,스포티지_가솔린
443,1105,6,출퇴근,가솔린,3년이상,도심,K8_가솔린
795,3197,1,출퇴근,가솔린,3년이상,도심,G80_가솔린
603,2452,6,출퇴근,디젤,1년미만,지방,스포티지_디젤
691,4122,4,출퇴근,가솔린,3년이상,지방,그랜저_가솔린
211,3127,3,레저,하이브리드,3년이상,지방,스포티지_하이브리드
341,1417,1,레저,하이브리드,1~3년,지방,스포티지_하이브리드
460,816,6,업무,가솔린,1~3년,지방,K8_가솔린
597,4047,4,레저,디젤,3년이상,도심,스포티지_디젤
295,2403,1,레저,가솔린,1년미만,지방,코나_가솔린
131,2624,6,레저,디젤,1년미만,도심,셀토스_가솔린
446,2346,2,가족용,하이브리드,1년미만,지방,아반떼_하이브리드
510,2597,4,출퇴근,하이브리드,1년미만,도심,아반떼_하이브리드
321,2237,3,출퇴근,하이브리드,1~3년,도심,K5_하이브리드
412,454,3,레저,가솔린,1~3년,지방,스포티지_가솔린
134,2564,4,레저,가솔린,1~3년,도심,셀토스_가솔린
786,615,6,업무,전기,3년이상,지방,G80_전기
786,4874,5,출퇴근,하이브리드,1~3년,도심,그랜저_하이브리드
705,1101,5,가족용,하이브리드,3년이상,도심,팰리세이드_하이브리드
705,3948,1,업무,가솔린,1~3년,도심,아반떼_가솔린
496,3106,6,가족용,가솔린,3년이상,도심,팰리세이드_가솔린
300,2094,3,출퇴근,하이브리드,1~3년,도심,K5_하이브리드
446,1109,5,업무,전기,3년이상,지방,K8_가솔린
300,2298,3,출퇴근,하이브리드,1~3년,도심,K5_하이브리드
517,4827,4,레저,하이브리드,3년이상,지방,산타페_하이브리드
606,5180,1,업무,하이브리드,1년미만,도심,아반떼_하이브리드
697,2679,4,업무,하이브리드,1~3년,도심,쏘나타_하이브리드
265,3136,5,출퇴근,전기,1~3년,지방,K8_하이브리드
504,1006,6,출퇴근,전기,3년이상,도심,아이오닉6_전기
132,4820,2,레저,상관없음,1년미만,지방,셀토스_가솔린
417,1413,6,업무,가솔린,1~3년,도심,K8_가솔린
403,1631,5,출퇴근,상관없음,3년이상,도심,K8_하이브리드
300,5076,6,가족용,전기,3년이상,도심,아이오닉6_전기
444,1067,5,업무,가솔린,3년이상,도심,K8_가솔린
452,3805,5,레저,가솔린,3년이상,도심,팰리세이드_가솔린
357,456,4,업무,가솔린,1~3년,도심,쏘나타_가솔린
235,1839,1,업무,하이브리드,1년미만,지방,아반떼_하이브리드
314,483,4,출퇴근,상관없음,3년이상,도심,아반떼_가솔린
354,1369,6,가족용,가솔린,3년이상,지방,스포티지_가솔린
336,2317,6,업무,상관없음,3년이상,지방,K8_가솔린
720,2526,6,출퇴근,전기,1~3년,도심,G80_전기
360,1988,6,업무,디젤,1~3년,지방,스포티지_디젤
231,2819,4,업무,상관없음,3년이상,지방,쏘나타_가솔린
771,3675,4,레저,가솔린,3년이상,지방,GV80_가솔린
382,1480,5,업무,하이브리드,3년이상,도심,쏘나타_하이브리드
613,1329,5,출퇴근,하이브리드,1년미만,도심,아반떼_하이브리드
517,1920,6,가족용,가솔린,3년이상,도심,팰리세이드_가솔린
450,627,6,출퇴근,전기,3년이상,도심,아이오닉6_전기
152,2841,3,업무,가솔린,1~3년,지방,K5_가솔린
386,619,4,레저,가솔린,1~3년,도심,스포티지_가솔린
455,3878,4,업무,가솔린,1~3년,지방,쏘나타_가솔린
612,1882,4,가족용,하이브리드,1년미만,지방,산타페_하이브리드
611,2326,1,업무,전기,1년미만,도심,코나_전기
243,3999,6,출퇴근,전기,1~3년,도심,아이오닉6_전기
347,452,6,가족용,상관없음,3년이상,지방,K5_가솔린
600,1057,6,출퇴근,가솔린,1~3년,지방,그랜저_가솔린
197,3128,5,업무,상관없음,1~3년,도심,쏘나타_가솔린
791,3541,5,가족용,가솔린,3년이상,지방,GV80_가솔린
394,1002,4,가족용,하이브리드,3년이상,지방,스포티지_하이브리드
133,4983,5,레저,가솔린,1~3년,도심,셀토스_가솔린
607,3525,6,가족용,가솔린,3년이상,지방,GV80_가솔린
458,4825,6,출퇴근,상관없음,3년이상,도심,G80_전기
586,5033,1,레저,상관없음,3년이상,지방,코나_가솔린
518,2334,4,업무,하이브리드,1~3년,도심,쏘나타_하이브리드
685,4136,5,가족용,전기,1년미만,지방,코나_전기
432,346,5,가족용,상관없음,3년이상,도심,스포티지_가솔린
131,4199,1,레저,가솔린,1~3년,도심,셀토스_가솔린
260,2658,5,가족용,전기,1~3년,도심,EV6_전기
244,1063,6,가족용,하이브리드,1년미만,도심,아반떼_하이브리드
612,4978,6,레저,전기,3년이상,지방,G80_전기
710,567,5,출퇴근,전기,3년이상,도심,아이오닉6_전기
270,845,6,레저,상관없음,3년이상,지방,셀토스_가솔린
797,4859,5,레저,상관없음,1~3년,도심,팰리세이드_가솔린
707,1485,4,출퇴근,상관없음,1~3년,지방,쏘나타_하이브리드
269,4018,5,가족용,가솔린,1~3년,도심,산타페_가솔린
142,5176,1,레저,디젤,1~3년,지방,코나_가솔린
697,1682,6,레저,디젤,3년이상,도심,스포티지_디젤
298,3068,6,출퇴근,전기,1~3년,도심,아이오닉6_전기
795,1636,5,출퇴근,전기,1년미만,지방,G80_전기
355,1133,3,업무,가솔린,1~3년,지방,쏘나타_가솔린
388,5105,5,가족용,하이브리드,3년이상,지방,팰리세이드_하이브리드
809,2626,5,업무,상관없음,3년이상,도심,G80_전기
687,4468,5,레저,가솔린,3년이상,도심,GV80_가솔린
704,4803,3,가족용,디젤,1~3년,도심,스포티지_디젤
433,2589,6,가족용,상관없음,3년이상,도심,팰리세이드_가솔린
162,2693,5,출퇴근,디젤,3년이상,도심,K5_가솔린
382,1800,6,업무,상관없음,3년이상,지방,K8_가솔린
340,445,2,가족용,가솔린,1~3년,도심,아반떼_가솔린
513,5200,5,출퇴근,전기,1년미만,지방,G80_전기
260,3840,6,업무,상관없음,1~3년,도심,그랜저_가솔린
149,4036,5,출퇴근,전기,3년이상,도심,EV6_전기
380,1006,6,가족용,전기,3년이상,도심,EV6_전기
441,2543,5,업무,하이브리드,1~3년,지방,그랜저_하이브리드
808,1067,5,레저,상관없음,1~3년,지방,팰리세이드_가솔린
306,2353,3,가족용,하이브리드,1~3년,도심,K5_하이브리드
480,2484,2,레저,상관없음,3년이상,지방,코나_가솔린
359,1582,4,레저,하이브리드,1년미만,도심,산타페_하이브리드
806,2577,5,레저,가솔린,3년이상,도심,팰리세이드_가솔린
415,848,5,출퇴근,전기,1~3년,도심,EV6_전기
769,3621,3,출퇴근,가솔린,3년이상,지방,G80_가솔린
294,4046,5,레저,하이브리드,3년이상,도심,팰리세이드_하이브리드
370,2315,5,업무,하이브리드,3년이상,지방,K8_하이브리드
293,1146,3,가족용,가솔린,3년이상,지방,K5_가솔린
586,430,5,레저,하이브리드,3년이상,지방,팰리세이드_하이브리드
341,598,5,출퇴근,전기,1~3년,지방,K5_가솔린
333,1480,3,업무,하이브리드,3년이상,도심,쏘나타_하이브리드
188,2949,2,업무,전기,1~3년,도심,EV6_전기
439,2459,4,업무,가솔린,1~3년,지방,쏘나타_가솔린
468,3032,6,출퇴근,가솔린,3년이상,도심,그랜저_가솔린
501,1141,5,출퇴근,상관없음,3년이상,도심,그랜저_가솔린
345,473,4,출퇴근,상관없음,1~3년,지방,K5_가솔린
480,2441,6,가족용,전기,1~3년,도심,아이오닉6_전기
580,846,5,가족용,상관없음,3년이상,지방,팰리세이드_가솔린
510,4974,2,출퇴근,전기,1~3년,도심,코나_전기
294,2127,6,가족용,전기,1~3년,도심,EV6_전기
484,4103,3,출퇴근,가솔린,1~3년,지방,쏘나타_가솔린
270,2506,5,출퇴근,전기,1~3년,도심,EV6_전기
385,4059,4,가족용,가솔린,3년이상,도심,산타페_가솔린
434,545,1,레저,하이브리드,1~3년,도심,스포티지_하이브리드
208,2132,5,업무,가솔린,3년이상,도심,K5_가솔린
377,1831,4,출퇴근,하이브리드,1~3년,도심,K5_하이브리드
489,5105,1,레저,하이브리드,3년이상,지방,산타페_하이브리드
585,3958,6,가족용,하이브리드,1~3년,도심,산타페_하이브리드
309,4816,6,레저,상관없음,1~3년,도심,팰리세이드_가솔린
200,2953,2,업무,하이브리드,3년이상,도심,아반떼_하이브리드
359,2883,3,가족용,하이브리드,3년이상,지방,산타페_하이브리드
442,2396,4,레저,상관없음,1~3년,지방,산타페_가솔린
290,2621,5,가족용,가솔린,3년이상,도심,산타페_가솔린
815,1309,6,레저,상관없음,1~3년,도심,팰리세이드_가솔린
293,1693,6,레저,상관없음,3년이상,지방,스포티지_가솔린
784,2143,6,레저,디젤,1년미만,도심,스포티지_디젤
601,1698,6,업무,디젤,3년이상,도심,스포티지_디젤
239,951,1,출퇴근,전기,3년이상,도심,아반떼_가솔린
137,3879,6,가족용,전기,1~3년,지방,EV6_전기
293,2651,3,레저,하이브리드,3년이상,지방,산타페_하이브리드
213,2679,3,레저,디젤,3년이상,지방,스포티지_디젤
202,2547,5,가족용,전기,3년이상,도심,스포티지_가솔린
487,3174,3,업무,상관없음,3년이상,지방,쏘나타_가솔린
251,2660,4,업무,가솔린,3년이상,도심,쏘나타_가솔린
391,869,3,레저,하이브리드,3년이상,지방,스포티지_하이브리드
403,373,1,레저,가솔린,1~3년,도심,코나_가솔린
696,4093,2,업무,가솔린,3년이상,도심,G80_가솔린
384,3058,3,출퇴근,가솔린,1~3년,도심,쏘나타_가솔린
586,1919,6,업무,하이브리드,3년이상,도심,그랜저_하이브리드
333,580,6,출퇴근,전기,3년이상,지방,K5_가솔린
706,3116,5,출퇴근,전기,1년미만,지방,G80_전기
316,826,4,가족용,가솔린,1~3년,도심,K5_가솔린
481,2673,6,가족용,가솔린,1년미만,도심,산타페_가솔린
283,1812,6,레저,전기,1~3년,도심,EV6_전기
259,1525,6,가족용,가솔린,1~3년,도심,K5_가솔린
169,2662,5,출퇴근,디젤,3년이상,도심,K5_가솔린
405,390,4,레저,하이브리드,1년미만,지방,스포티지_하이브리드
399,416,2,레저,전기,1~3년,도심,EV6_전기
267,2065,6,업무,가솔린,1년미만,지방,아반떼_가솔린
809,2986,1,레저,디젤,1~3년,지방,스포티지_디젤
403,2975,6,출퇴근,전기,3년이상,도심,아이오닉6_전기
316,2518,5,가족용,전기,3년이상,도심,아이오닉6_전기
388,2462,6,출퇴근,상관없음,1~3년,지방,그랜저_가솔린
131,2668,3,레저,디젤,1년미만,도심,셀토스_가솔린
487,2572,6,출퇴근,전기,3년이상,도심,아이오닉6_전기
384,378,3,가족용,전기,1년미만,도심,스포티지_가솔린
492,1405,4,가족용,하이브리드,3년이상,도심,산타페_하이브리드
783,955,6,업무,가솔린,1~3년,도심,그랜저_가솔린
781,579,6,가족용,하이브리드,3년이상,도심,팰리세이드_하이브리드
144,2661,3,업무,가솔린,3년이상,도심,아반떼_가솔린
802,1023,5,출퇴근,하이브리드,3년이상,지방,그랜저_하이브리드
723,3601,4,가족용,가솔린,3년이상,지방,GV80_가솔린
361,1162,4,가족용,상관없음,3년이상,지방,스포티지_가솔린
620,5189,4,업무,하이브리드,3년이상,지방,쏘나타_하이브리드
134,5110,5,레저,가솔린,3년이상,도심,셀토스_가솔린
217,2824,6,레저,가솔린,1~3년,지방,스포티지_가솔린
320,2692,5,업무,하이브리드,1~3년,지방,K8_하이브리드
359,894,4,레저,전기,1~3년,도심,EV6_전기
619,4020,4,업무,가솔린,1~3년,지방,쏘나타_가솔린
712,2059,5,레저,가솔린,3년이상,도심,팰리세이드_가솔린
344,1693,5,출퇴근,전기,3년이상,도심,EV6_전기
215,5189,6,출퇴근,전기,1~3년,도심,아이오닉6_전기
702,5080,6,출퇴근,하이브리드,1~3년,지방,그랜저_하이브리드
698,1626,2,레저,상관없음,3년이상,지방,코나_가솔린
696,1621,1,출퇴근,전기,1~3년,도심,코나_전기
631,4197,3,출퇴근,가솔린,3년이상,도심,G80_가솔린
347,4903,1,가족용,상관없음,1~3년,지방,산타페_가솔린
382,3917,4,업무,전기,3년이상,도심,코나_전기
686,3906,3,출퇴근,가솔린,3년이상,도심,G80_가솔린
685,4845,1,출퇴근,하이브리드,3년이상,도심,아반떼_하이브리드
205,2182,3,레저,상관없음,1년미만,도심,코나_가솔린
450,2195,6,가족용,전기,1~3년,도심,아이오닉6_전기
319,1447,1,가족용,가솔린,1~3년,지방,스포티지_가솔린
303,1672,3,업무,상관없음,1~3년,도심,쏘나타_가솔린
214,1365,6,업무,상관없음,1년미만,지방,아반떼_가솔린
253,4136,3,레저,하이브리드,1~3년,도심,산타페_하이브리드
269,2369,6,가족용,가솔린,3년이상,도심,스포티지_가솔린
715,3198,5,가족용,가솔린,3년이상,도심,GV80_가솔린
595,1650,4,레저,하이브리드,1~3년,지방,산타페_하이브리드
132,5198,4,레저,가솔린,1~3년,지방,셀토스_가솔린
363,1983,6,업무,전기,1년미만,도심,코나_전기
403,455,5,가족용,전기,1~3년,도심,EV6_전기
398,1528,6,업무,전기,3년이상,지방,K8_하이브리드
681,2548,1,레저,상관없음,1년미만,지방,코나_가솔린
713,641,5,가족용,가솔린,1년미만,지방,산타페_가솔린
814,3980,2,레저,상관없음,3년이상,지방,코나_가솔린
699,4915,5,업무,전기,1~3년,도심,G80_전기
313,1587,6,업무,하이브리드,1년미만,도심,아반떼_하이브리드
601,857,5,가족용,전기,1~3년,도심,아이오닉6_전기
204,5191,5,가족용,상관없음,3년이상,도심,팰리세이드_하이브리드
799,2873,6,출퇴근,가솔린,3년이상,도심,그랜저_가솔린
490,1412,5,레저,가솔린,1~3년,지방,팰리세이드_가솔린
398,2043,2,출퇴근,하이브리드,1~3년,도심,K5_하이브리드
307,1160,1,출퇴근,하이브리드,1~3년,도심,아반떼_하이브리드
602,3174,4,가족용,상관없음,3년이상,도심,산타페_가솔린
167,4877,6,업무,전기,3년이상,지방,그랜저_하이브리드
501,4157,5,업무,하이브리드,3년이상,지방,그랜저_하이브리드
599,1195,6,업무,하이브리드,3년이상,지방,그랜저_하이브리드
215,2107,4,가족용,상관없음,1~3년,지방,K5_가솔린
413,2385,3,레저,전기,3년이상,도심,코나_전기
813,579,6,레저,전기,3년이상,도심,G80_전기
238,4072,6,레저,상관없음,3년이상,지방,산타페_가솔린
311,1697,5,가족용,전기,3년이상,도심,EV6_전기
219,2915,6,출퇴근,전기,1~3년,도심,EV6_전기
441,1190,6,출퇴근,하이브리드,1~3년,지방,K8_하이브리드
344,2640,4,출퇴근,하이브리드,3년이상,지방,쏘나타_하이브리드
798,5017,5,가족용,하이브리드,1~3년,지방,산타페_하이브리드
481,494,4,업무,가솔린,1~3년,지방,쏘나타_가솔린
362,2078,6,업무,하이브리드,3년이상,지방,K8_하이브리드
133,2946,1,출퇴근,상관없음,3년이상,지방,아반떼_가솔린
616,2817,1,업무,전기,1년미만,지방,코나_전기
165,2856,3,출퇴근,하이브리드,1~3년,지방,쏘나타_하이브리드
399,3071,1,레저,하이브리드,3년이상,지방,산타페_하이브리드
134,3192,6,레저,상관없음,1년미만,도심,셀토스_가솔린
132,2588,6,레저,상관없음,1~3년,도심,셀토스_가솔린
714,623,5,레저,하이브리드,1~3년,지방,팰리세이드_하이브리드
133,3018,5,레저,디젤,1년미만,지방,셀토스_가솔린
597,1642,6,출퇴근,하이브리드,3년이상,지방,그랜저_하이브리드
377,1749,3,가족용,하이브리드,3년이상,도심,K5_하이브리드
285,2921,5,출퇴근,가솔린,1~3년,도심,K8_가솔린
446,4946,4,업무,하이브리드,1년미만,지방,아반떼_하이브리드
324,1754,3,가족용,하이브리드,1~3년,도심,K5_하이브리드
340,556,6,가족용,상관없음,3년이상,도심,K5_가솔린
509,1540,5,업무,하이브리드,3년이상,도심,그랜저_하이브리드
254,3890,6,출퇴근,전기,1~3년,도심,아이오닉6_전기
452,351,4,업무,하이브리드,1년미만,도심,아반떼_하이브리드
136,2450,3,레저,가솔린,1~3년,지방,셀토스_가솔린
267,4861,2,가족용,하이브리드,3년이상,지방,산타페_하이브리드
282,3007,5,업무,상관없음,3년이상,지방,K8_가솔린
717,412,3,업무,가솔린,1~3년,지방,쏘나타_가솔린
349,2844,5,업무,가솔린,1~3년,도심,그랜저_가솔린
415,1460,6,업무,하이브리드,3년이상,지방,K8_하이브리드
751,4138,5,가족용,가솔린,3년이상,지방,GV80_가솔린
470,698,6,업무,상관없음,3년이상,도심,K8_가솔린
391,4822,3,업무,디젤,1~3년,도심,스포티지_디젤
254,2379,1,레저,하이브리드,3년이상,도심,스포티지_하이브리드
191,4132,6,업무,가솔린,3년이상,지방,K8_가솔린
154,2823,5,가족용,가솔린,3년이상,지방,K5_가솔린
165,2093,5,레저,하이브리드,1~3년,지방,아반떼_하이브리드
182,2452,4,업무,가솔린,3년이상,지방,K5_가솔린
208,1607,3,업무,하이브리드,3년이상,도심,아반떼_하이브리드
447,4183,6,출퇴근,하이브리드,3년이상,지방,그랜저_하이브리드
364,2073,5,업무,가솔린,3년이상,도심,K8_가솔린
687,2696,5,가족용,상관없음,1년미만,지방,산타페_가솔린
608,966,6,업무,상관없음,3년이상,도심,그랜저_가솔린
626,3915,4,가족용,가솔린,3년이상,도심,GV80_가솔린
620,1112,6,레저,하이브리드,3년이상,도심,팰리세이드_하이브리드
719,1178,5,업무,하이브리드,3년이상,도심,그랜저_하이브리드
481,4804,4,출퇴근,전기,1~3년,도심,G80_전기
157,2939,6,업무,가솔린,3년이상,지방,쏘나타_가솔린
712,3865,3,출퇴근,전기,3년이상,도심,G80_전기
315,997,3,레저,상관없음,1년미만,도심,코나_가솔린
151,1866,3,레저,전기,1년미만,도심,아반떼_가솔린
143,4840,4,출퇴근,전기,3년이상,지방,쏘나타_하이브리드
332,1050,4,가족용,가솔린,3년이상,지방,스포티지_가솔린
185,2165,4,레저,디젤,1~3년,도심,코나_가솔린
500,2139,4,출퇴근,하이브리드,1~3년,지방,쏘나타_하이브리드
432,1501,6,업무,하이브리드,1~3년,도심,K8_하이브리드
363,1640,4,출퇴근,하이브리드,3년이상,도심,K5_하이브리드
607,2853,5,출퇴근,전기,3년이상,도심,G80_전기
352,1333,5,가족용,전기,3년이상,도심,EV6_전기
460,2391,6,가족용,전기,1~3년,도심,아이오닉6_전기
688,578,5,가족용,전기,1~3년,도심,아이오닉6_전기
417,590,1,레저,하이브리드,1~3년,지방,스포티지_하이브리드
418,5088,5,레저,하이브리드,1~3년,지방,팰리세이드_하이브리드
253,2590,4,레저,하이브리드,3년이상,도심,스포티지_하이브리드
808,2630,1,레저,가솔린,3년이상,지방,코나_가솔린
413,576,3,레저,가솔린,3년이상,지방,스포티지_가솔린
260,1300,1,레저,상관없음,1년미만,지방,코나_가솔린
170,2639,4,출퇴근,상관없음,1~3년,지방,K5_가솔린
753,3403,1,업무,가솔린,3년이상,지방,G80_가솔린
263,2331,2,레저,하이브리드,3년이상,지방,스포티지_하이브리드
515,1875,5,출퇴근,전기,3년이상,도심,아이오닉6_전기
802,381,4,업무,전기,1~3년,도심,G80_전기
242,3928,4,업무,가솔린,3년이상,도심,쏘나타_가솔린
386,466,5,레저,가솔린,3년이상,지방,스포티지_가솔린
393,1140,5,출퇴근,전기,3년이상,도심,EV6_전기
453,916,5,업무,가솔린,3년이상,도심,K8_가솔린
134,4034,4,레저,상관없음,1년미만,지방,셀토스_가솔린
215,2100,2,레저,전기,1년미만,도심,코나_가솔린
799,1025,5,레저,하이브리드,3년이상,도심,팰리세이드_하이브리드
360,2073,6,레저,가솔린,1년미만,도심,코나_가솔린
305,1829,6,가족용,전기,3년이상,도심,EV6_전기
581,582,6,가족용,하이브리드,3년이상,지방,팰리세이드_하이브리드
381,1661,6,레저,하이브리드,1년미만,지방,산타페_하이브리드
509,3008,1,가족용,하이브리드,1~3년,지방,산타페_하이브리드
257,5050,6,가족용,가솔린,3년이상,지방,팰리세이드_가솔린
401,2003,5,출퇴근,전기,3년이상,지방,그랜저_가솔린
813,5147,5,레저,상관없음,1년미만,도심,코나_전기
392,912,1,레저,하이브리드,1년미만,지방,아반떼_하이브리드
203,3093,3,가족용,상관없음,1년미만,지방,스포티지_가솔린
309,2966,6,업무,하이브리드,1~3년,도심,K8_하이브리드
385,2007,3,가족용,하이브리드,3년이상,도심,K5_하이브리드
264,4167,2,가족용,하이브리드,1~3년,지방,산타페_하이브리드
280,5018,1,레저,하이브리드,3년이상,지방,산타페_하이브리드
284,2141,5,가족용,전기,3년이상,도심,EV6_전기
720,5158,5,레저,하이브리드,3년이상,도심,팰리세이드_하이브리드
465,611,6,가족용,가솔린,1년미만,지방,산타페_가솔린
268,1467,5,가족용,하이브리드,1~3년,지방,아반떼_하이브리드
388,673,5,가족용,전기,3년이상,도심,EV6_전기
232,2131,3,업무,디젤,3년이상,지방,스포티지_디젤
308,2011,5,출퇴근,전기,1~3년,도심,EV6_전기
300,2013,6,가족용,전기,1년미만,지방,코나_전기
213,2061,6,업무,가솔린,1~3년,도심,K5_가솔린
314,4871,4,레저,전기,1~3년,도심,코나_전기
404,2806,3,가족용,전기,1~3년,지방,산타페_가솔린
501,928,6,가족용,전기,1~3년,도심,아이오닉6_전기
181,5127,6,출퇴근,상관없음,1~3년,지방,그랜저_하이브리드
370,956,4,가족용,가솔린,3년이상,도심,스포티지_가솔린
284,4123,6,출퇴근,전기,1~3년,도심,아이오닉6_전기
384,1119,3,레저,하이브리드,3년이상,도심,스포티지_하이브리드
459,1435,2,레저,상관없음,3년이상,지방,코나_가솔린
310,1655,6,가족용,전기,1~3년,도심,EV6_전기
336,2030,6,가족용,전기,3년이상,도심,아이오닉6_전기
353,2321,4,가족용,하이브리드,1~3년,도심,K5_하이브리드
368,4838,6,가족용,하이브리드,3년이상,도심,팰리세이드_하이브리드
384,1331,4,출퇴근,전기,3년이상,지방,쏘나타_하이브리드
184,2620,5,출퇴근,하이브리드,3년이상,지방,쏘나타_하이브리드
254,3945,6,레저,가솔린,1~3년,지방,팰리세이드_가솔린
520,1177,2,업무,디젤,1년미만,지방,스포티지_디젤
580,5011,1,레저,상관없음,1~3년,지방,코나_가솔린
785,4166,1,출퇴근,가솔린,3년이상,지방,G80_가솔린
138,4069,1,출퇴근,디젤,1~3년,지방,아반떼_가솔린
339,527,4,출퇴근,디젤,3년이상,도심,K5_가솔린
597,1988,4,업무,상관없음,1~3년,도심,쏘나타_가솔린
